customer_id,call_reason,sentiment,resolved,duration_sec
CUST-10065,Network Quality / Data Speed Slow,Negative,False,323
CUST-10066,Network Quality / Data Speed Slow,Negative,True,71
CUST-10066,Network Quality / Data Speed Slow,Negative,True,263
CUST-10066,Billing Discrepancy / High Charges,Negative,False,82
CUST-10067,Billing Discrepancy / High Charges,Negative,False,407
CUST-10067,Billing Discrepancy / High Charges,Negative,True,393
CUST-10067,Network Quality / Data Speed Slow,Negative,True,135
CUST-10067,Service Disconnection Query,Negative,True,188
CUST-10068,Billing Discrepancy / High Charges,Negative,False,90
CUST-10068,Network Quality / Data Speed Slow,Negative,True,109
CUST-10069,Service Disconnection Query,Negative,False,286
CUST-10069,Service Disconnection Query,Negative,False,131
CUST-10069,Competitor Offer Inquiry,Positive,False,167
CUST-10069,Service Disconnection Query,Negative,True,305
CUST-10069,Competitor Offer Inquiry,Neutral,True,71
CUST-10070,Competitor Offer Inquiry,Negative,False,151
CUST-10070,Network Quality / Data Speed Slow,Negative,False,427
CUST-10070,Network Quality / Data Speed Slow,Negative,False,285
CUST-10070,Billing Discrepancy / High Charges,Negative,True,695
CUST-10070,Service Disconnection Query,Negative,True,214
CUST-10071,Billing Discrepancy / High Charges,Negative,True,216
CUST-10072,Billing Discrepancy / High Charges,Negative,False,458
CUST-10072,Competitor Offer Inquiry,Neutral,False,30
CUST-10073,Competitor Offer Inquiry,Negative,False,43
CUST-10073,Network Quality / Data Speed Slow,Negative,False,164
CUST-10073,Billing Discrepancy / High Charges,Negative,False,68
CUST-10073,Competitor Offer Inquiry,Neutral,True,601
CUST-10073,SIM / Network Activation Issue,Negative,True,232
CUST-10073,Network Quality / Data Speed Slow,Negative,True,42
CUST-10074,Billing Discrepancy / High Charges,Negative,False,38
CUST-10074,Plan Upgrade Request,Neutral,True,77
CUST-10074,Billing Discrepancy / High Charges,Negative,True,816
CUST-10074,SIM / Network Activation Issue,Positive,False,320
CUST-10074,Service Disconnection Query,Negative,True,100
CUST-10074,Billing Discrepancy / High Charges,Negative,True,186
CUST-10075,Competitor Offer Inquiry,Positive,False,138
CUST-10075,Competitor Offer Inquiry,Positive,True,89
CUST-10075,SIM / Network Activation Issue,Negative,True,48
CUST-10075,Competitor Offer Inquiry,Negative,True,113
CUST-10075,Network Quality / Data Speed Slow,Negative,True,210
CUST-10075,Competitor Offer Inquiry,Positive,True,166
CUST-10076,Plan Upgrade Request,Neutral,True,81
CUST-10076,Service Disconnection Query,Negative,True,93
CUST-10077,Billing Discrepancy / High Charges,Negative,True,66
CUST-10077,SIM / Network Activation Issue,Positive,True,396
CUST-10077,Network Quality / Data Speed Slow,Negative,True,579
CUST-10077,Plan Upgrade Request,Negative,True,73
CUST-10077,Network Quality / Data Speed Slow,Negative,True,99
CUST-10077,Billing Discrepancy / High Charges,Negative,False,100
CUST-10078,Network Quality / Data Speed Slow,Negative,True,429
CUST-10078,Network Quality / Data Speed Slow,Negative,False,136
CUST-10078,Competitor Offer Inquiry,Positive,True,173
CUST-10078,Billing Discrepancy / High Charges,Negative,False,125
CUST-10079,Network Quality / Data Speed Slow,Negative,False,516
CUST-10079,Competitor Offer Inquiry,Negative,False,112
CUST-10079,Competitor Offer Inquiry,Neutral,False,555
CUST-10079,Billing Discrepancy / High Charges,Negative,False,343
CUST-10080,Billing Discrepancy / High Charges,Negative,False,54
CUST-10080,Plan Upgrade Request,Negative,True,145
CUST-10080,Network Quality / Data Speed Slow,Negative,False,66
CUST-10080,Billing Discrepancy / High Charges,Negative,True,159
CUST-10080,Service Disconnection Query,Negative,True,115
CUST-10081,Service Disconnection Query,Negative,True,122
CUST-10081,Network Quality / Data Speed Slow,Negative,False,674
CUST-10081,Plan Upgrade Request,Negative,True,463
CUST-10081,Service Disconnection Query,Negative,True,588
CUST-10081,Network Quality / Data Speed Slow,Negative,True,279
CUST-10082,Network Quality / Data Speed Slow,Negative,True,264
CUST-10082,Plan Upgrade Request,Positive,True,176
CUST-10082,Service Disconnection Query,Negative,True,280
CUST-10082,Service Disconnection Query,Negative,False,156
CUST-10083,Billing Discrepancy / High Charges,Negative,True,268
CUST-10083,Billing Discrepancy / High Charges,Negative,True,206
CUST-10083,Service Disconnection Query,Negative,True,674
CUST-10084,Network Quality / Data Speed Slow,Negative,True,177
CUST-10084,Network Quality / Data Speed Slow,Negative,False,144
CUST-10084,Network Quality / Data Speed Slow,Negative,False,225
CUST-10085,Competitor Offer Inquiry,Negative,False,46
CUST-10085,Network Quality / Data Speed Slow,Negative,True,939
CUST-10085,Billing Discrepancy / High Charges,Negative,True,243
CUST-10085,Competitor Offer Inquiry,Positive,True,69
CUST-10085,Network Quality / Data Speed Slow,Negative,True,53
CUST-10085,Network Quality / Data Speed Slow,Negative,True,30
CUST-10086,Billing Discrepancy / High Charges,Negative,True,131
CUST-10086,Network Quality / Data Speed Slow,Negative,False,45
CUST-10087,SIM / Network Activation Issue,Neutral,False,286
CUST-10087,Service Disconnection Query,Negative,False,315
CUST-10087,Billing Discrepancy / High Charges,Negative,False,157
CUST-10087,Network Quality / Data Speed Slow,Negative,True,75
CUST-10088,Network Quality / Data Speed Slow,Negative,True,41
CUST-10088,SIM / Network Activation Issue,Neutral,False,531
CUST-10088,Plan Upgrade Request,Positive,False,157
CUST-10088,Network Quality / Data Speed Slow,Negative,True,96
CUST-10088,Network Quality / Data Speed Slow,Negative,True,41
CUST-10089,Network Quality / Data Speed Slow,Negative,True,962
CUST-10089,Network Quality / Data Speed Slow,Negative,True,238
CUST-10089,SIM / Network Activation Issue,Neutral,True,77
CUST-10089,Network Quality / Data Speed Slow,Negative,False,41
CUST-10090,Network Quality / Data Speed Slow,Negative,False,176
CUST-10090,Billing Discrepancy / High Charges,Negative,True,269
CUST-10090,Network Quality / Data Speed Slow,Negative,True,343
CUST-10090,Billing Discrepancy / High Charges,Negative,False,366
CUST-10090,Service Disconnection Query,Negative,False,257
CUST-10091,Service Disconnection Query,Negative,False,138
CUST-10091,Network Quality / Data Speed Slow,Negative,True,71
CUST-10091,Billing Discrepancy / High Charges,Negative,True,605
CUST-10091,Competitor Offer Inquiry,Positive,False,206
CUST-10092,Network Quality / Data Speed Slow,Negative,True,95
CUST-10092,Billing Discrepancy / High Charges,Negative,True,262
CUST-10092,Billing Discrepancy / High Charges,Negative,True,96
CUST-10092,Network Quality / Data Speed Slow,Negative,True,160
CUST-10092,Billing Discrepancy / High Charges,Negative,False,67
CUST-10092,Competitor Offer Inquiry,Negative,True,42
CUST-10093,Network Quality / Data Speed Slow,Negative,False,117
CUST-10093,Network Quality / Data Speed Slow,Negative,True,291
CUST-10093,Billing Discrepancy / High Charges,Negative,True,205
CUST-10093,Network Quality / Data Speed Slow,Negative,True,114
CUST-10093,Network Quality / Data Speed Slow,Negative,False,186
CUST-10094,Service Disconnection Query,Negative,True,85
CUST-10094,Network Quality / Data Speed Slow,Negative,False,107
CUST-10094,Billing Discrepancy / High Charges,Negative,False,672
CUST-10094,Network Quality / Data Speed Slow,Negative,True,69
CUST-10094,Service Disconnection Query,Negative,True,188
CUST-10094,Billing Discrepancy / High Charges,Negative,True,42
CUST-10095,Billing Discrepancy / High Charges,Negative,True,66
CUST-10095,Billing Discrepancy / High Charges,Negative,False,44
CUST-10095,Billing Discrepancy / High Charges,Negative,True,231
CUST-10096,Service Disconnection Query,Negative,False,113
CUST-10096,Billing Discrepancy / High Charges,Negative,False,41
CUST-10096,Plan Upgrade Request,Negative,True,84
CUST-10097,Billing Discrepancy / High Charges,Negative,False,313
CUST-10097,Billing Discrepancy / High Charges,Negative,False,181
CUST-10097,Network Quality / Data Speed Slow,Negative,False,237
CUST-10097,Plan Upgrade Request,Negative,True,87
CUST-10097,Network Quality / Data Speed Slow,Negative,True,83
CUST-10097,Plan Upgrade Request,Negative,False,148
CUST-10098,Billing Discrepancy / High Charges,Negative,False,71
CUST-10098,Competitor Offer Inquiry,Negative,True,198
CUST-10099,Plan Upgrade Request,Negative,False,241
CUST-10099,Plan Upgrade Request,Positive,True,41
CUST-10099,Network Quality / Data Speed Slow,Negative,True,164
CUST-10099,Billing Discrepancy / High Charges,Negative,True,276
CUST-10099,Competitor Offer Inquiry,Positive,True,635
CUST-10100,Network Quality / Data Speed Slow,Negative,True,35
CUST-10100,Network Quality / Data Speed Slow,Negative,True,154
CUST-10100,Billing Discrepancy / High Charges,Negative,True,79
CUST-10101,Service Disconnection Query,Negative,True,132
CUST-10101,Plan Upgrade Request,Neutral,True,48
CUST-10102,Service Disconnection Query,Negative,True,92
CUST-10102,Network Quality / Data Speed Slow,Negative,False,37
CUST-10103,Network Quality / Data Speed Slow,Negative,True,124
CUST-10103,Network Quality / Data Speed Slow,Negative,True,317
CUST-10104,Competitor Offer Inquiry,Positive,False,440
CUST-10104,Plan Upgrade Request,Positive,True,305
CUST-10104,Plan Upgrade Request,Positive,False,309
CUST-10105,Billing Discrepancy / High Charges,Negative,True,157
CUST-10105,Billing Discrepancy / High Charges,Negative,False,67
CUST-10106,Plan Upgrade Request,Negative,False,133
CUST-10106,Competitor Offer Inquiry,Positive,True,404
CUST-10106,Billing Discrepancy / High Charges,Negative,True,37
CUST-10106,Plan Upgrade Request,Negative,False,167
CUST-10107,Network Quality / Data Speed Slow,Negative,False,87
CUST-10107,Service Disconnection Query,Negative,True,829
CUST-10107,Plan Upgrade Request,Negative,True,107
CUST-10107,Service Disconnection Query,Negative,False,68
CUST-10107,Billing Discrepancy / High Charges,Negative,True,201
CUST-10107,Network Quality / Data Speed Slow,Negative,True,71
CUST-10108,Billing Discrepancy / High Charges,Negative,True,621
CUST-10108,Network Quality / Data Speed Slow,Negative,False,130
CUST-10108,Billing Discrepancy / High Charges,Negative,True,211
CUST-10108,Plan Upgrade Request,Neutral,True,686
CUST-10108,Billing Discrepancy / High Charges,Negative,False,382
CUST-10109,Network Quality / Data Speed Slow,Negative,True,131
CUST-10109,Service Disconnection Query,Negative,True,306
CUST-10109,Network Quality / Data Speed Slow,Negative,False,99
CUST-10109,Network Quality / Data Speed Slow,Negative,False,46
CUST-10109,Network Quality / Data Speed Slow,Negative,True,127
CUST-10109,Network Quality / Data Speed Slow,Negative,False,246
CUST-10110,Network Quality / Data Speed Slow,Negative,True,71
CUST-10110,Plan Upgrade Request,Negative,True,54
CUST-10111,Network Quality / Data Speed Slow,Negative,False,34
CUST-10111,Network Quality / Data Speed Slow,Negative,True,594
CUST-10111,Service Disconnection Query,Negative,True,71
CUST-10112,SIM / Network Activation Issue,Negative,False,166
CUST-10113,Billing Discrepancy / High Charges,Negative,True,69
CUST-10113,Billing Discrepancy / High Charges,Negative,True,86
CUST-10113,Network Quality / Data Speed Slow,Negative,True,157
CUST-10113,Network Quality / Data Speed Slow,Negative,True,560
CUST-10113,Billing Discrepancy / High Charges,Negative,True,242
CUST-10113,Network Quality / Data Speed Slow,Negative,False,279
CUST-10114,Plan Upgrade Request,Negative,True,86
CUST-10114,Billing Discrepancy / High Charges,Negative,False,160
CUST-10115,Network Quality / Data Speed Slow,Negative,True,259
CUST-10115,Billing Discrepancy / High Charges,Negative,False,218
CUST-10116,Billing Discrepancy / High Charges,Negative,False,33
CUST-10116,Network Quality / Data Speed Slow,Negative,False,42
CUST-10116,Plan Upgrade Request,Positive,True,120
CUST-10117,Competitor Offer Inquiry,Negative,True,130
CUST-10118,Network Quality / Data Speed Slow,Negative,True,429
CUST-10118,Service Disconnection Query,Negative,False,54
CUST-10119,Billing Discrepancy / High Charges,Negative,False,202
CUST-10119,Plan Upgrade Request,Negative,True,201
CUST-10120,Plan Upgrade Request,Positive,True,238
CUST-10120,Network Quality / Data Speed Slow,Negative,True,88
CUST-10121,Network Quality / Data Speed Slow,Negative,True,74
CUST-10121,SIM / Network Activation Issue,Positive,True,637
CUST-10121,Network Quality / Data Speed Slow,Negative,True,72
CUST-10121,Billing Discrepancy / High Charges,Negative,False,198
CUST-10122,Network Quality / Data Speed Slow,Negative,False,206
CUST-10122,Billing Discrepancy / High Charges,Negative,True,211
CUST-10122,Billing Discrepancy / High Charges,Negative,True,169
CUST-10123,Competitor Offer Inquiry,Neutral,True,166
CUST-10123,Network Quality / Data Speed Slow,Negative,True,54
CUST-10123,Network Quality / Data Speed Slow,Negative,False,265
CUST-10123,Service Disconnection Query,Negative,True,507
CUST-10123,Billing Discrepancy / High Charges,Negative,False,32
CUST-10124,Network Quality / Data Speed Slow,Negative,False,130
CUST-10124,SIM / Network Activation Issue,Neutral,True,188
CUST-10124,Network Quality / Data Speed Slow,Negative,True,191
CUST-10124,Service Disconnection Query,Negative,True,185
CUST-10124,Network Quality / Data Speed Slow,Negative,False,103
CUST-10124,Competitor Offer Inquiry,Negative,True,416
CUST-10125,Competitor Offer Inquiry,Positive,True,435
CUST-10125,Service Disconnection Query,Negative,False,198
CUST-10126,Billing Discrepancy / High Charges,Negative,True,117
CUST-10126,Billing Discrepancy / High Charges,Negative,False,516
CUST-10126,Billing Discrepancy / High Charges,Negative,False,387
CUST-10126,Billing Discrepancy / High Charges,Negative,True,213
CUST-10126,Billing Discrepancy / High Charges,Negative,True,115
CUST-10126,Competitor Offer Inquiry,Negative,False,46
CUST-10126,Service Disconnection Query,Negative,False,52
CUST-10127,Network Quality / Data Speed Slow,Negative,False,326
CUST-10127,Billing Discrepancy / High Charges,Negative,True,218
CUST-10128,Service Disconnection Query,Negative,True,58
CUST-10128,Service Disconnection Query,Negative,False,396
CUST-10128,Competitor Offer Inquiry,Positive,False,50
CUST-10128,Billing Discrepancy / High Charges,Negative,True,171
CUST-10128,Billing Discrepancy / High Charges,Negative,False,262
CUST-10128,Network Quality / Data Speed Slow,Negative,False,183
CUST-10129,Plan Upgrade Request,Positive,True,67
CUST-10129,Billing Discrepancy / High Charges,Negative,True,323
CUST-10129,Network Quality / Data Speed Slow,Negative,True,397
CUST-10130,Billing Discrepancy / High Charges,Negative,False,125
CUST-10130,Network Quality / Data Speed Slow,Negative,True,41
CUST-10130,Network Quality / Data Speed Slow,Negative,True,335
CUST-10131,Service Disconnection Query,Negative,True,88
CUST-10131,Competitor Offer Inquiry,Positive,False,139
CUST-10131,Billing Discrepancy / High Charges,Negative,True,77
CUST-10131,Billing Discrepancy / High Charges,Negative,True,165
CUST-10131,Service Disconnection Query,Negative,True,257
CUST-10133,Billing Discrepancy / High Charges,Negative,False,117
CUST-10133,Competitor Offer Inquiry,Positive,True,229
CUST-10133,SIM / Network Activation Issue,Positive,True,179
CUST-10133,Network Quality / Data Speed Slow,Negative,True,199
CUST-10133,Competitor Offer Inquiry,Negative,False,312
CUST-10133,Billing Discrepancy / High Charges,Negative,True,372
CUST-10134,Network Quality / Data Speed Slow,Negative,True,34
CUST-10134,Network Quality / Data Speed Slow,Negative,False,185
CUST-10135,Service Disconnection Query,Negative,True,354
CUST-10135,Billing Discrepancy / High Charges,Negative,True,443
CUST-10135,Network Quality / Data Speed Slow,Negative,True,146
